Symbol	Name	Morningstar Category	NAV Return	NAV Return	Minimum Investment	Net Expense Ratio	No Transaction Fees	Morningstar Rating
JLKNX	 JHancock Multimanager 2055 Lifetime R2	 Target-Date 2055	 +10.56%	 +18.13%	 $0	 1.09%	  	3
JLKQX	 JHancock Multimanager 2055 Lifetime R4	 Target-Date 2055	 +10.56%	 +18.19%	 $0	 0.84%	  	3
JLKSX	 JHancock Multimanager 2055 Lifetime R5	 Target-Date 2055	 +10.75%	 +18.45%	 $0	 0.64%	  	3
JLKUX	 JHancock Multimanager 2055 Lifetime 1	 Target-Date 2055	 +10.65%	 +18.31%	 $0	 0.64%	  	3
JMVZX	 JPMorgan Mid Cap Value R2	 Mid-Cap Blend	 +5.95%	 +13.53%	 $0	 1.50%	  	3
JNARX	 JPMorgan SmartRetirementÂ® Blend 2045 R2	 Target-Date 2045	 +9.33%	 +14.76%	 $0	 1.04%	  	3
JNNRX	 JPMorgan SmartRetirementÂ® Blend 2050 R2	 Target-Date 2050	 +9.42%	 +14.80%	 $0	 1.04%	  	3
JNSCX	 JPMorgan SmartRetirementÂ® 2025 C	 Target-Date 2025	 +7.54%	 +10.79%	 $500	 1.49%	  	3
JNSZX	 JPMorgan SmartRetirementÂ® 2025 R2	 Target-Date 2025	 +7.65%	 +11.13%	 $0	 1.27%	  	3
JNTEX	 JPMorgan SmartRetirementÂ® Blend 2040 R3	 Target-Date 2040	 +9.56%	 +15.24%	 $0	 0.79%	  	3
JNTKX	 JPMorgan SmartRetirementÂ® Blend 2050 R3	 Target-Date 2050	 +9.65%	 +15.33%	 $0	 0.79%	  	3
JNTOX	 JPMorgan SmartRetirementÂ® Blend 2045 R3	 Target-Date 2045	 +9.61%	 +15.33%	 $0	 0.79%	  	3
JOBRX	 JPMorgan SmartRetirementÂ® Blend 2040 R2	 Target-Date 2040	 +9.35%	 +14.78%	 $0	 1.04%	  	3
JOPPX	 Johnson Opportunity	 Mid-Cap Blend	 +5.38%	 +19.41%	" $2,000"	 1.00%	  	3
JPLCX	 JHancock Multimanager Lifestyle Cnsrv R1	 Allocation--15% to 30% Equity	 +4.08%	 +4.95%	 $0	 1.61%	  	3
JPLGX	 JHancock Multimanager Lifestyle Gr R1	 Allocation--70% to 85% Equity	 +9.58%	 +15.56%	 $0	 1.72%	  	3
JPLMX	 JHancock Multimanager Lifestyle Mod R1	 Allocation--30% to 50% Equity	 +5.81%	 +8.48%	 $0	 1.64%	  	3
JPRRX	 JPMorgan SmartRetirementÂ® Blend 2035 R2	 Target-Date 2035	 +8.71%	 +13.42%	 $0	 1.04%	  	3
JQLAX	 JHancock Multimanager Lifestyle Agrsv R2	 Allocation--85%+ Equity	 +11.48%	 +18.95%	 $0	 1.52%	  	3
JQLBX	 JHancock Multimanager Lifestyle Bal R2	 Allocation--50% to 70% Equity	 +7.79%	 +12.50%	 $0	 1.44%	  	3
JQLCX	 JHancock Multimanager Lifestyle Cnsrv R2	 Allocation--15% to 30% Equity	 +4.12%	 +5.19%	 $0	 1.36%	  	3
JQLGX	 JHancock Multimanager Lifestyle Gr R2	 Allocation--70% to 85% Equity	 +9.67%	 +15.85%	 $0	 1.47%	  	3
JQLMX	 JHancock Multimanager Lifestyle Mod R2	 Allocation--30% to 50% Equity	 +5.86%	 +8.73%	 $0	 1.39%	  	3
JRBRX	 JPMorgan SmartRetirementÂ® Blend 2030 R2	 Target-Date 2030	 +8.11%	 +12.20%	 $0	 1.04%	  	3
JRHOX	 JHancock Multi-Index 2030 Presv 1	 Target-Date 2030	 +7.10%	 +11.74%	 $0	 0.41%	  	3
JRHRX	 JHancock Multi-Index 2030 Presv R2	 Target-Date 2030	 +6.94%	 +11.25%	 $0	 0.86%	  	3
JRINX	 JHancock Multi-Index 2050 Presv R2	 Target-Date 2050	 +8.72%	 +15.26%	 $0	 0.88%	  	3
JRIQX	 JHancock Multi-Index 2050 Presv R1	 Target-Date 2050	 +8.63%	 +14.97%	 $0	 1.13%	  	3
JRITX	 JHancock Multi-Index 2055 Presv R1	 Target-Date 2055	 +8.67%	 +15.14%	 $0	 1.13%	  	3
JRIUX	 JHancock Multi-Index 2055 Presv R2	 Target-Date 2055	 +8.77%	 +15.41%	 $0	 0.88%	  	3
JRIVX	 JHancock Multi-Index 2055 Presv R4	 Target-Date 2055	 +8.86%	 +15.51%	 $0	 0.63%	  	3
JRIYX	 JHancock Multi-Index 2055 Presv 1	 Target-Date 2055	 +8.86%	 +15.64%	 $0	 0.43%	  	3
JRLCX	 JHancock Multimanager Lifestyle Cnsrv R3	 Allocation--15% to 30% Equity	 +4.17%	 +5.12%	 $0	 1.51%	  	3
JRLGX	 JHancock Multimanager Lifestyle Gr R3	 Allocation--70% to 85% Equity	 +9.63%	 +15.75%	 $0	 1.62%	 NTF	3
JRLMX	 JHancock Multimanager Lifestyle Mod R3	 Allocation--30% to 50% Equity	 +5.78%	 +8.56%	 $0	 1.54%	  	3
JRROX	 JHancock Multi-Index 2040 Presv 1	 Target-Date 2040	 +8.71%	 +15.18%	 $0	 0.41%	  	3
JRRQX	 JHancock Multi-Index 2040 Presv R1	 Target-Date 2040	 +8.38%	 +14.47%	 $0	 1.11%	  	3
JRRRX	 JHancock Multi-Index 2040 Presv R2	 Target-Date 2040	 +8.47%	 +14.77%	 $0	 0.86%	  	3
JRSNX	 Janus Henderson US Managed Volatility N	 Large Blend	 +8.44%	 +7.87%	 $0	 0.61%	  	3
JRVRX	 JHancock Multi-Index 2045 Presv R2	 Target-Date 2045	 +8.64%	 +15.16%	 $0	 0.87%	  	3
JRYOX	 JHancock Multi-Index 2035 Presv 1	 Target-Date 2035	 +8.15%	 +13.85%	 $0	 0.41%	  	3
JRYPX	 JHancock Multi-Index 2035 Presv R4	 Target-Date 2035	 +8.03%	 +13.66%	 $0	 0.61%	  	3
JRYRX	 JHancock Multi-Index 2035 Presv R2	 Target-Date 2035	 +7.82%	 +13.35%	 $0	 0.86%	  	3
JSACX	 JPMorgan SmartRetirementÂ® 2045 C	 Target-Date 2045	 +9.87%	 +15.27%	 $500	 1.55%	  	3
JSAPX	 JPMorgan SmartRetirementÂ® 2045 R3	 Target-Date 2045	 +10.17%	 +15.91%	 $0	 1.08%	  	3
JSAZX	 JPMorgan SmartRetirementÂ® 2045 R2	 Target-Date 2045	 +10.09%	 +15.73%	 $0	 1.33%	  	3
JSCAX	 JHancock Small Cap Value A	 Small Blend	 -2.57%	 +13.49%	" $1,000"	 1.58%	 NTF	3
JSCZX	 JPMorgan US Small Company R2	 Small Blend	 +0.51%	 +19.70%	 $0	 1.51%	  	3
JSEAX	 JPMorgan International Equity A	 Foreign Large Blend	 +15.43%	 +22.14%	" $1,000"	 1.24%	 NTF	3
JSLAX	 JHancock Multimanager Lifestyle Agrsv R4	 Allocation--85%+ Equity	 +11.66%	 +19.35%	 $0	 1.27%	  	3
JSLBX	 JHancock Multimanager Lifestyle Bal R4	 Allocation--50% to 70% Equity	 +7.97%	 +12.81%	 $0	 1.19%	  	3
JSLGX	 JHancock Multimanager Lifestyle Gr R4	 Allocation--70% to 85% Equity	 +9.83%	 +16.18%	 $0	 1.22%	  	3
JSLMX	 JHancock Multimanager Lifestyle Mod R4	 Allocation--30% to 50% Equity	 +6.07%	 +9.01%	 $0	 1.14%	  	3
JSMCX	 JPMorgan SmartRetirementÂ® 2030 C	 Target-Date 2030	 +8.53%	 +12.47%	 $500	 1.51%	  	3
JSMZX	 JPMorgan SmartRetirementÂ® 2030 R2	 Target-Date 2030	 +8.71%	 +12.87%	 $0	 1.29%	  	3
JSTKX	 JPMorgan SmartRetirementÂ® Blend 2020 R3	 Target-Date 2020	 +6.44%	 +9.02%	 $0	 0.79%	  	3
JTLAX	 JHancock Multimanager Lifestyle Agrsv R5	 Allocation--85%+ Equity	 +11.78%	 +19.62%	 $0	 1.07%	  	3
JTLGX	 JHancock Multimanager Lifestyle Gr R5	 Allocation--70% to 85% Equity	 +9.95%	 +16.46%	 $0	 1.02%	  	3
JTRBX	 JPMorgan SmartRetirementÂ® Blend 2055 R2	 Target-Date 2055	 +9.37%	 +14.70%	 $0	 1.04%	  	3
JTSAX	 JPMorgan SmartRetirementÂ® 2050 A 	 Target-Date 2050	 +10.26%	 +16.01%	 $500	 0.90%	 NTF	3
JTSBX	 JHancock Multimanager Lifestyle Bal R5	 Allocation--50% to 70% Equity	 +8.06%	 +13.01%	 $0	 0.99%	  	3
JTSPX	 JPMorgan SmartRetirementÂ® 2050 R3	 Target-Date 2050	 +10.08%	 +15.73%	 $0	 1.08%	  	3
JTSZX	 JPMorgan SmartRetirementÂ® 2050 R2	 Target-Date 2050	 +10.01%	 +15.62%	 $0	 1.33%	  	3
JTTCX	 JPMorgan SmartRetirementÂ® 2020 C	 Target-Date 2020	 +6.44%	 +8.86%	 $500	 1.46%	  	3
JTTUX	 JPMorgan SmartRetirementÂ® Blend 2055 R3	 Target-Date 2055	 +9.55%	 +15.23%	 $0	 0.79%	  	3
JTTZX	 JPMorgan SmartRetirementÂ® 2020 R2	 Target-Date 2020	 +6.60%	 +9.24%	 $0	 1.25%	  	3
JTUAX	 JPMorgan US Small Company A	 Small Blend	 +0.61%	 +19.97%	" $1,000"	 1.26%	 NTF	3
JTUCX	 JPMorgan US Small Company C	 Small Blend	 +0.40%	 +19.43%	" $1,000"	 1.76%	  	3
JUSPX	 JPMorgan US Small Company R3	 Small Blend	 +0.61%	 +20.06%	 $0	 1.26%	  	3
JUSQX	 JPMorgan US Small Company R4	 Small Blend	 +0.77%	 +20.31%	 $0	 1.01%	  	3
JUSYX	 JPMorgan US Small Company R5	 Small Blend	 +0.82%	 +20.45%	 $0	 0.84%	  	3
JUTPX	 JPMorgan SmartRetirementÂ® Blend 2030 R3	 Target-Date 2030	 +8.34%	 +12.67%	 $0	 0.79%	  	3
KPAAX	 UBS US Allocation C	 Allocation--50% to 70% Equity	 +7.88%	 +13.10%	" $1,000"	 1.78%	  	3
KPIEX	 KP International Equity Institutional	 Foreign Large Blend	 +15.45%	 +20.59%	 $0	 0.49%	  	3
KPRAX	 KP Retirement Path 2015 Institutional	 Target-Date 2015	 +4.92%	 +6.49%	 $0	 0.33%	  	3
KPRBX	 KP Retirement Path 2020 Institutional	 Target-Date 2020	 +5.84%	 +8.35%	 $0	 0.37%	  	3
KPRCX	 KP Retirement Path 2025 Institutional	 Target-Date 2025	 +7.09%	 +10.93%	 $0	 0.40%	  	3
KPRDX	 KP Retirement Path 2030 Institutional	 Target-Date 2030	 +8.28%	 +13.64%	 $0	 0.44%	  	3
KPREX	 KP Retirement Path 2035 Institutional	 Target-Date 2035	 +9.13%	 +15.62%	 $0	 0.47%	  	3
KPRFX	 KP Retirement Path 2040 Institutional	 Target-Date 2040	 +9.79%	 +17.05%	 $0	 0.48%	  	3
KPRGX	 KP Retirement Path 2045 Institutional	 Target-Date 2045	 +10.20%	 +17.84%	 $0	 0.48%	  	3
KPRHX	 KP Retirement Path 2050 Institutional	 Target-Date 2050	 +10.35%	 +18.01%	 $0	 0.48%	  	3
KPRIX	 KP Retirement Path 2055 Institutional	 Target-Date 2055	 +10.37%	 +18.17%	 $0	 0.48%	  	3
KPRJX	 KP Retirement Path 2060 Institutional	 Target-Date 2060+	 +10.42%	 +18.13%	 $0	 0.48%	  	3
KPSCX	 KP Small Cap Equity Institutional	 Small Blend	 +6.33%	 +23.54%	 $0	 0.53%	  	3
LABFX	 Lord Abbett Multi-Asset Balanced Opp A	 Allocation--50% to 70% Equity	 +4.80%	 +13.07%	" $1,500"	 1.23%	 NTF	3
LABPX	 Lord Abbett Multi-Asset Balanced Opp P	 Allocation--50% to 70% Equity	 +4.72%	 +12.90%	 $0	 1.43%	  	3
LAIEX	 Lord Abbett International Opp A	 Foreign Small/Mid Blend	 +20.23%	 +22.82%	" $1,500"	 1.27%	 NTF	3
LAMAX	 Lord Abbett Calibrated Dividend Gr A	 Large Blend	 +7.01%	 +10.74%	" $1,000"	 0.95%	 NTF	3
LAMCX	 Lord Abbett Calibrated Dividend Gr C	 Large Blend	 +6.61%	 +9.91%	" $1,000"	 1.70%	  	3
LAMFX	 Lord Abbett Calibrated Dividend Gr F	 Large Blend	 +7.10%	 +10.93%	 $0	 0.70%	  	3
LAMPX	 Lord Abbett Calibrated Dividend Gr P	 Large Blend	 +6.87%	 +10.46%	 $0	 1.15%	  	3
LAUQX	 Lord Abbett Income R2	 Corporate Bond	 +4.10%	 +5.02%	 $0	 1.18%	  	3
LAURX	 Lord Abbett Income R3	 Corporate Bond	 +4.16%	 +5.14%	 $0	 1.08%	  	3
LAUSX	 Lord Abbett Income C	 Corporate Bond	 +3.99%	 +4.80%	" $1,500"	 1.41%	  	3
LAVLX	 Lord Abbett Mid Cap Stock A	 Mid-Cap Blend	 +4.11%	 +14.86%	" $1,000"	 0.97%	 NTF	3
LBIIX	 Thrivent Income S	 Corporate Bond	 +3.83%	 +3.22%	" $2,000"	 0.44%	  	3
LBRIX	 ClearBridge Dividend Strategy FI	 Large Blend	 +8.23%	 +14.50%	 $0	 1.21%	  	3
LBRTX	 ClearBridge Small Cap A2	 Small Blend	 +6.44%	 +25.43%	" $1,000"	 1.87%	  	3
LFEBX	 MFS Lifetime 2035 B	 Target-Date 2035	 +8.90%	 +13.27%	" $1,000"	 1.65%	  	3
LFECX	 MFS Lifetime 2035 C	 Target-Date 2035	 +8.93%	 +13.22%	" $1,000"	 1.65%	  	3
LFERX	 MFS Lifetime 2035 R1	 Target-Date 2035	 +8.95%	 +13.25%	 $0	 1.65%	  	3
LFESX	 MFS Lifetime 2035 R2	 Target-Date 2035	 +9.21%	 +13.82%	 $0	 1.15%	  	3
LFIAX	 MFS Lifetime 2055 A	 Target-Date 2055	 +10.11%	 +15.06%	" $1,000"	 0.91%	  	3
LFISX	 MFS Lifetime 2055 R2	 Target-Date 2055	 +9.91%	 +14.78%	 $0	 1.16%	  	3
LFITX	 MFS Lifetime 2055 R3	 Target-Date 2055	 +10.02%	 +15.10%	 $0	 0.91%	  	3
LGASX	 ClearBridge Small Cap FI	 Small Blend	 +6.45%	 +25.62%	 $0	 1.31%	  	3
LGFEX	 QS International Equity FI	 Foreign Large Blend	 +14.58%	 +20.99%	 $0	 1.30%	 NTF	3
LGIQX	 Lord Abbett Multi-Asset Growth R2	 Allocation--70% to 85% Equity	 +4.86%	 +13.77%	 $0	 1.60%	  	3
LGIRX	 Lord Abbett Multi-Asset Growth R3	 Allocation--70% to 85% Equity	 +4.90%	 +13.89%	 $0	 1.50%	  	3
LGSCX	 QS US Small Capitalization Equity FI	 Small Blend	 +1.07%	 +20.26%	 $0	 1.24%	  	3
LGVAX	 ClearBridge Value A	 Large Blend	 +6.83%	 +19.84%	" $1,000"	 1.07%	 NTF	3
LIATX	 QS International Equity A2	 Foreign Large Blend	 +14.76%	 +21.21%	" $1,000"	 1.14%	  	3
LIGQX	 Lord Abbett Multi-Asset Income R2	 Allocation--30% to 50% Equity	 +4.34%	 +10.23%	 $0	 1.50%	  	3
LIHAX	 BlackRock LifePathÂ® Index 2045 Inv A	 Target-Date 2045	 +9.96%	 +15.09%	" $1,000"	 0.42%	  	3
LIIAX	 Columbia Corporate Income A	 Corporate Bond	 +3.18%	 +3.36%	" $2,000"	 0.92%	  	3
LIJAX	 BlackRock LifePathÂ® Index 2035 Inv A	 Target-Date 2035	 +8.70%	 +12.86%	" $1,000"	 0.42%	  	3
LIKAX	 BlackRock LifePathÂ® Index 2040 Inv A	 Target-Date 2040	 +9.37%	 +14.17%	" $1,000"	 0.42%	  	3
LILAX	 BlackRock LifePathÂ® Index 2025 Inv A	 Target-Date 2025	 +6.92%	 +9.72%	" $1,000"	 0.42%	  	3
LINAX	 BlackRock LifePathÂ® Index 2030 Inv A	 Target-Date 2030	 +7.80%	 +11.35%	" $1,000"	 0.42%	  	3
LINCX	 Lord Abbett International Opp C	 Foreign Small/Mid Blend	 +19.81%	 +21.88%	" $1,500"	 2.02%	  	3
LINPX	 Lord Abbett International Opp P	 Foreign Small/Mid Blend	 +20.08%	 +22.54%	 $0	 1.47%	  	3
LINQX	 Lord Abbett International Opp R2	 Foreign Small/Mid Blend	 +20.00%	 +22.29%	 $0	 1.62%	  	3
LINRX	 Lord Abbett International Opp R3	 Foreign Small/Mid Blend	 +20.05%	 +22.45%	 $0	 1.52%	  	3
LINSX	 Lord Abbett International Opp R4	 Foreign Small/Mid Blend	 +20.15%	 +22.76%	 $0	 1.27%	  	3
LINTX	 Lord Abbett International Opp R5	 Foreign Small/Mid Blend	 +20.37%	 +23.10%	 $0	 1.02%	  	3
LINVX	 Lord Abbett International Opp R6	 Foreign Small/Mid Blend	 +20.39%	 +23.23%	 $0	 0.91%	  	3
LIPAX	 BlackRock LifePathÂ® Index 2050 Inv A	 Target-Date 2050	 +10.08%	 +15.27%	" $1,000"	 0.42%	  	3
LIQAX	 BlackRock LifePathÂ® Index 2020 Inv A	 Target-Date 2020	 +6.06%	 +8.06%	" $1,000"	 0.42%	  	3
LIXRX	 Lord Abbett Multi-Asset Income R3	 Allocation--30% to 50% Equity	 +4.38%	 +10.34%	 $0	 1.40%	  	3
LMARX	 ClearBridge Small Cap R	 Small Blend	 +6.51%	 +25.48%	 $0	 1.65%	  	3
LMASX	 ClearBridge Small Cap C	 Small Blend	 +6.14%	 +24.75%	" $1,000"	 2.05%	  	3
LMBAX	 QS US Small Capitalization Equity A	 Small Blend	 +1.10%	 +20.37%	" $1,000"	 1.19%	 NTF	3
LMCCX	 Lord Abbett Mid Cap Stock C	 Mid-Cap Blend	 +3.78%	 +14.05%	" $1,000"	 1.72%	  	3
LMCFX	 Lord Abbett Mid Cap Stock F	 Mid-Cap Blend	 +4.22%	 +15.08%	 $0	 0.82%	  	3
LMCHX	 Lord Abbett Mid Cap Stock R6	 Mid-Cap Blend	 +4.31%	 +15.28%	 $0	 0.63%	  	3
LMCPX	 Lord Abbett Mid Cap Stock P	 Mid-Cap Blend	 +4.02%	 +14.64%	 $0	 1.17%	  	3
LMCQX	 Lord Abbett Mid Cap Stock R2	 Mid-Cap Blend	 +3.96%	 +14.47%	 $0	 1.32%	  	3
LMCRX	 Lord Abbett Mid Cap Stock R3	 Mid-Cap Blend	 +4.02%	 +14.61%	 $0	 1.22%	  	3
LMCSX	 Lord Abbett Mid Cap Stock R4	 Mid-Cap Blend	 +4.16%	 +14.91%	 $0	 0.97%	  	3
LMCTX	 Lord Abbett Mid Cap Stock R5	 Mid-Cap Blend	 +4.25%	 +15.13%	 $0	 0.72%	  	3
LMGEX	 QS International Equity C	 Foreign Large Blend	 +14.28%	 +20.06%	" $1,000"	 2.06%	  	3
LMIRX	 QS International Equity R	 Foreign Large Blend	 +14.53%	 +20.72%	 $0	 1.56%	  	3
LMLRX	 QS Defensive Growth R	 Allocation--30% to 50% Equity	 +5.41%	 +7.15%	 $0	 1.43%	  	3
LMPPX	 ClearBridge Appreciation R	 Large Blend	 +8.04%	 +13.06%	 $0	 1.30%	  	3
LMREX	 ClearBridge Mid Cap R	 Mid-Cap Blend	 +6.04%	 +18.98%	 $0	 1.45%	  	3
LMUSX	 QS US Large Cap Equity FI	 Large Blend	 +8.96%	 +19.13%	 $0	 1.05%	  	3
LOBFX	 Lord Abbett Multi-Asset Balanced Opp F3	 Allocation--50% to 70% Equity	 +4.85%	 +13.12%	 $0	 0.88%	  	3
LOIEX	 Lord Abbett International Opps F3	 Foreign Small/Mid Blend	 +20.22%	 +22.81%	 $0	 0.91%	  	3
LOVLX	 Lord Abbett Mid Cap Stock F3	 Mid-Cap Blend	 +4.19%	 +14.94%	 $0	 0.63%	  	3
LPRCX	 BlackRock LifePathÂ® Dyn 2020 Investor A	 Target-Date 2020	 +6.21%	 +8.49%	" $1,000"	 0.91%	 NTF	3
LPRDX	 BlackRock LifePathÂ® Dyn 2030 Investor A	 Target-Date 2030	 +8.35%	 +12.26%	" $1,000"	 0.91%	 NTF	3
LRSCX	 Lord Abbett Small Cap Value A	 Small Blend	 +0.27%	 +15.00%	" $1,000"	 1.17%	 NTF	3
LRSOX	 Lord Abbett Small Cap Value F3	 Small Blend	 +0.35%	 +15.09%	 $0	 0.83%	  	3
LRSPX	 Lord Abbett Small Cap Value P	 Small Blend	 +0.19%	 +14.77%	 $0	 1.37%	  	3
LRSSX	 Lord Abbett Small Cap Value R4	 Small Blend	 +0.32%	 +15.04%	 $0	 1.17%	  	3
LRSTX	 Lord Abbett Small Cap Value R5	 Small Blend	 +0.43%	 +15.32%	 $0	 0.92%	  	3
LRSVX	 Lord Abbett Small Cap Value R6	 Small Blend	 +0.43%	 +15.39%	 $0	 0.83%	  	3
LSRCX	 Lord Abbett Small Cap Value C	 Small Blend	 -0.07%	 +14.16%	" $1,000"	 1.92%	  	3
LSRIX	 Emerald Small Cap Value Investor	 Small Blend	 +1.69%	 +25.39%	" $2,000"	 1.26%	  	3
LTADX	 Principal LifeTime 2025 R2	 Target-Date 2025	 +7.79%	 +11.12%	 $0	 1.47%	  	3
LTAOX	 Principal LifeTime 2035 R3	 Target-Date 2035	 +9.07%	 +13.28%	 $0	 1.25%	  	3
LTAPX	 Principal LifeTime 2015 R3	 Target-Date 2015	 +6.28%	 +8.66%	 $0	 1.25%	  	3
LTEEX	 Principal LifeTime 2025 R4	 Target-Date 2025	 +8.03%	 +11.52%	 $0	 1.10%	  	3
LTFIX	 Principal LifeTime 2055 Institutional	 Target-Date 2055	 +10.62%	 +16.32%	 $0	 0.75%	  	3
LTFLX	 Principal LifeTime 2055 R4	 Target-Date 2055	 +10.41%	 +15.93%	 $0	 1.11%	  	3
LTFPX	 Principal LifeTime 2055 R5	 Target-Date 2055	 +10.55%	 +16.10%	 $0	 0.99%	  	3
LTINX	 Principal LifeTime 2015 Institutional	 Target-Date 2015	 +6.67%	 +9.32%	 $0	 0.68%	  	3
LTIUX	 Principal LifeTime 2035 Institutional	 Target-Date 2035	 +9.43%	 +13.88%	 $0	 0.69%	  	3
LTMBX	 MFS Lifetime 2045 B	 Target-Date 2045	 +9.76%	 +14.41%	" $1,000"	 1.66%	  	3
LTMDX	 MFS Lifetime 2045 C	 Target-Date 2045	 +9.71%	 +14.27%	" $1,000"	 1.66%	  	3
LTMRX	 MFS Lifetime 2045 R1	 Target-Date 2045	 +9.72%	 +14.36%	 $0	 1.66%	  	3
LTMSX	 MFS Lifetime 2045 R2	 Target-Date 2045	 +9.92%	 +14.88%	 $0	 1.16%	  	3
LTPDX	 Principal LifeTime 2025 R5	 Target-Date 2025	 +8.10%	 +11.70%	 $0	 0.98%	  	3
LTPEX	 Principal LifeTime 2035 R5	 Target-Date 2035	 +9.28%	 +13.57%	 $0	 0.94%	  	3
LTPFX	 Principal LifeTime 2015 R5	 Target-Date 2015	 +6.44%	 +8.95%	 $0	 0.94%	  	3
LTRDX	 Principal LifeTime 2045 R5	 Target-Date 2045	 +9.96%	 +14.98%	 $0	 0.98%	  	3
LTRIX	 Principal LifeTime 2045 Institutional	 Target-Date 2045	 +10.12%	 +15.31%	 $0	 0.73%	  	3
LTRLX	 Principal LifeTime 2045 R4	 Target-Date 2045	 +9.89%	 +14.86%	 $0	 1.10%	  	3
LTSEX	 Principal LifeTime 2035 R4	 Target-Date 2035	 +9.21%	 +13.51%	 $0	 1.06%	  	3
LTSLX	 Principal LifeTime 2015 R4	 Target-Date 2015	 +6.34%	 +8.93%	 $0	 1.06%	  	3
LTSNX	 Principal LifeTime 2025 R1	 Target-Date 2025	 +7.81%	 +10.99%	 $0	 1.60%	  	3
LTTAX	 MFS Lifetime 2025 A	 Target-Date 2025	 +6.71%	 +9.21%	" $1,000"	 0.86%	  	3
LTTIX	 MFS Lifetime 2025 I	 Target-Date 2025	 +6.77%	 +9.51%	 $0	 0.61%	  	3
LTTKX	 MFS Lifetime 2025 R6	 Target-Date 2025	 +6.94%	 +9.64%	 $0	 0.47%	  	3
LTTSX	 MFS Lifetime 2025 R2	 Target-Date 2025	 +6.56%	 +8.94%	 $0	 1.11%	  	3
LTTTX	 MFS Lifetime 2025 R3	 Target-Date 2025	 +6.63%	 +9.17%	 $0	 0.86%	  	3
LTTUX	 MFS Lifetime 2025 R4	 Target-Date 2025	 +6.86%	 +9.51%	 $0	 0.61%	  	3
LTVPX	 Principal LifeTime 2025 R3	 Target-Date 2025	 +8.00%	 +11.40%	 $0	 1.29%	  	3
LUBIX	 Thrivent Income A	 Corporate Bond	 +3.67%	 +2.78%	" $2,000"	 0.77%	  	3
LUSAX	 QS US Small Capitalization Equity A2	 Small Blend	 +0.96%	 +19.97%	" $1,000"	 1.46%	  	3
LVOFX	 Lord Abbett Value Opportunities F	 Mid-Cap Blend	 +3.34%	 +14.07%	 $0	 1.00%	  	3
LVOQX	 Lord Abbett Value Opportunities R2	 Mid-Cap Blend	 +3.09%	 +13.48%	 $0	 1.50%	  	3
LVORX	 Lord Abbett Value Opportunities R3	 Mid-Cap Blend	 +3.12%	 +13.54%	 $0	 1.40%	  	3
LWBOX	 Western Asset Corporate Bond C	 Corporate Bond	 +3.86%	 +4.53%	" $1,000"	 1.70%	  	3
LWSCX	 Lord Abbett Multi-Asset Growth C	 Allocation--70% to 85% Equity	 +4.66%	 +13.31%	" $1,500"	 2.00%	  	3
LWSPX	 Lord Abbett Multi-Asset Growth P	 Allocation--70% to 85% Equity	 +4.88%	 +13.90%	 $0	 1.45%	  	3
MAACX	 Madison Aggressive Allocation C	 Allocation--70% to 85% Equity	 +8.32%	 +12.64%	" $1,000"	 1.90%	  	3
MAAFX	 MFS Aggressive Growth Allocation R1	 Allocation--85%+ Equity	 +11.61%	 +14.91%	 $0	 1.87%	  	3
MACBX	 MFS Conservative Allocation B	 Allocation--30% to 50% Equity	 +5.66%	 +5.97%	" $1,000"	 1.69%	  	3
MACKX	 MFS Conservative Allocation R1	 Allocation--30% to 50% Equity	 +5.63%	 +6.02%	 $0	 1.69%	  	3
MACVX	 MFS Conservative Allocation C	 Allocation--30% to 50% Equity	 +5.65%	 +5.97%	" $1,000"	 1.69%	  	3
MAGMX	 MFS Growth Allocation R1	 Allocation--70% to 85% Equity	 +9.63%	 +12.38%	 $0	 1.80%	  	3
MAGSX	 Madison Aggressive Allocation A	 Allocation--70% to 85% Equity	 +8.68%	 +13.34%	" $1,000"	 1.15%	  	3
MAMAX	 MFS Moderate Allocation A	 Allocation--50% to 70% Equity	 +7.92%	 +9.69%	" $1,000"	 0.99%	  	3
MAMFX	 MFS Moderate Allocation R1	 Allocation--50% to 70% Equity	 +7.51%	 +8.89%	 $0	 1.74%	  	3
MAMHX	 MFS Moderate Allocation R3	 Allocation--50% to 70% Equity	 +7.91%	 +9.70%	 $0	 0.99%	  	3
MARRX	 MFS Moderate Allocation R2	 Allocation--50% to 70% Equity	 +7.83%	 +9.42%	 $0	 1.24%	  	3
MASVX	 Madison Small Cap A	 Small Blend	 -2.75%	 +13.97%	" $1,000"	 1.55%	  	3
MAWAX	 MFS Aggressive Growth Allocation R2	 Allocation--85%+ Equity	 +11.84%	 +15.44%	 $0	 1.37%	  	3
MBACX	 MainStay Balanced C	 Allocation--50% to 70% Equity	 +3.07%	 +7.61%	" $1,000"	 2.05%	  	3
MBAGX	 MFS Aggressive Growth Allocation B	 Allocation--85%+ Equity	 +11.54%	 +14.87%	" $1,000"	 1.87%	  	3
MBAPX	 Praxis Genesis Balanced A	 Allocation--50% to 70% Equity	 +6.41%	 +9.95%	" $1,000"	 1.08%	 NTF	3
MBDRX	 MainStay Balanced R3	 Allocation--50% to 70% Equity	 +3.36%	 +8.19%	 $0	 1.50%	  	3
MBGWX	 MFS Growth Allocation B	 Allocation--70% to 85% Equity	 +9.57%	 +12.34%	" $1,000"	 1.80%	  	3
